handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_755eceb8-4d85-0e5b-e361-7a1ae8462c28,Variant,,,,,,,,2.5,true,,,InStock,,,,,"#808080:grey",,,2-3 yrs,,,Front and back,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_755eceb8-4d85-0e5b-e361-7a1ae8462c28,Variant,,,,,,,,2.5,true,,,InStock,,,,,"#ff0000:red",,,18-24m,,,Front and back,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_755eceb8-4d85-0e5b-e361-7a1ae8462c28,Variant,,,,,,,,2.5,true,,,InStock,,,,,"#ffc0cb:pink",,,18-24m,,,Front and back,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_755eceb8-4d85-0e5b-e361-7a1ae8462c28,Variant,,,,,,,,2.5,true,,,InStock,,,,,"#ffc0cb:pink",,,3-4 years,,,Front and back,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_755eceb8-4d85-0e5b-e361-7a1ae8462c28,Variant,,,,,,,,2.5,true,,,InStock,,,,,"#ffc0cb:pink",,,5-6 years,,,Front and back,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_755eceb8-4d85-0e5b-e361-7a1ae8462c28,Variant,,,,,,,,2.5,true,,,InStock,,,,,"#ffc0cb:pink",,,2-3 yrs,,,Front and back,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_755eceb8-4d85-0e5b-e361-7a1ae8462c28,Variant,,,,,,,,2.5,true,,,InStock,,,,,"#808080:grey",,,4-5 years,,,Front and back,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_755eceb8-4d85-0e5b-e361-7a1ae8462c28,Variant,,,,,,,,2.5,true,,,InStock,,,,,"#ff0000:red",,,12-18m,,,Front and back,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e1de2de1-90d5-28ac-d396-7392439fe84c,Product,Hello World Personalised Baby Vest,"<p>Hello World! What a perfect way to annouce your arrival to the world!</p><p>&nbsp;</p><p>Doesn't it feel good to be yourself? Feel naturally comfortable in clothing designed around your personalisation!&nbsp;Each item is made to order specifically as you desire, so put your personal touch on your shopping! It's more special when it's personal!<br>&nbsp;</p>",4cb4a2_d970f08ce0cd4141bf810d2be3ce9a9a~mv2.png;4cb4a2_ad18dc876c414763a5ae3364873c40f2~mv2.png;4cb4a2_e5d77c9022cf42708b3f294746292fa8~mv2.png,Baby;Baby Announcements;Baby Clothing;New In!;PARRESE PARTY;SALE;Special Occasions,,Sale,10.0,,true,AMOUNT,3.0,InStock,0.0,5.7,Size,DROP_DOWN,0-3 Months;3-6 Months;6-9 Months;9-12 Months;12-18 Months,Sleeve,DROP_DOWN,Longsleeve;Shortsleeve,Vest Colour,COLOR,"#ffffff:White;#57ACEB:Blue;#ffc0cb:Pink",,,,,,,,,,,,,,,,,,,,,,Name,500,true,Vinyl colour (see colour chart),500,true,
product_03c2d95a-dd50-7ac2-d8f1-3c0847d532b3,Product,Personalised Teddy Bear Baby Vest,"<p>Such a cute Vest, with a personal touch!</p><p>&nbsp;</p><p>Our clothes &amp; Accessories allows you to personalise your own clothes.</p><p>&nbsp;</p><p>With a personal touch, your shopping becomes more sentimental and valuable. So whether it's a gift, personal wear or a special occasion, it's is all about you!</p>",4cb4a2_301376a5d7a44575b5ea76815102ba47~mv2.png;4cb4a2_038f63a8062841a89d3a8ffd3fb05950~mv2.png;4cb4a2_350b5b0828c84376ace132c8f24eda73~mv2.png;4cb4a2_f0e504f57eb14808bfd6dbecd9be7d95~mv2.png;4cb4a2_e5d77c9022cf42708b3f294746292fa8~mv2.png,Baby;Baby Clothing;Gift set;New In!;Non-Sale;PARRESE PARTY;Special Occasions,,,10.0,,true,AMOUNT,0.0,InStock,0.0,5.7,Size,DROP_DOWN,0-3 Months;3-6 Months;6-9 Months;9-12 Months;12-18 Months,Sleeve,DROP_DOWN,Longsleeve;Shortsleeve,Vest Colour,COLOR,"#57aceb:Blue;#ffc0cb:Pink;#ffffff:White",,,,,,,,,,,,,,,,,,,,,,Name/Text,500,true,Vinyl colour (see colour chart),500,true,
product_5c837f28-fd11-657f-d894-0ebd4f0942eb,Product,Personalised Floral Baby Grow,"<p>Stylish, classy &amp; best of all personalised!</p><p>&nbsp;</p><p>Our clothes &amp; Accessories allows you to personalise your own clothes.</p><p>&nbsp;</p><p>With a personal touch, your shopping becomes more sentimental and valuable. So whether it's a gift, personal wear or a special occasion, it's is all about you!</p>",4cb4a2_4efd73555c80447d9341405a53f5c2bb~mv2.png;4cb4a2_933c8966d66442658c638afd816ab2b6~mv2.png;4cb4a2_51a1850ce03e4f4898e4bcc7fe478783~mv2.png;4cb4a2_6d8569a7d75145108aca4af5f2b4594f~mv2.png;4cb4a2_e5d77c9022cf42708b3f294746292fa8~mv2.png,Baby;Baby Clothing;Gift set;New In!;Non-Sale;PARRESE PARTY;Special Occasions,,,12.0,,true,AMOUNT,0.0,InStock,0.0,5.7,Size,DROP_DOWN,0-3 Months;3-6 Months;6-9 Months;9-12 Months;12-18 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,Name/Text,500,true,Vinyl colour (see colour chart),500,true,
product_d7512e34-3d42-a5dc-b75b-ab8291d9c48d,Product,Unicorn Birthday Baby Grow,"<p>As cute and unique as a unicorn! No other way to celebrate the big day</p><p>&nbsp;</p><p>Our clothes &amp; Accessories allows you to personalise your own clothes.</p><p>&nbsp;</p><p>With a personal touch, your shopping becomes more sentimental and valuable. So whether it's a gift, personal wear or a special occasion, it's is all about you!</p>",4cb4a2_480b708e49ae4af6a79eb1aad7f204d1~mv2.png;4cb4a2_e4c910b22f1c44beb9d62cddc3dc0e7b~mv2.png;4cb4a2_e5d77c9022cf42708b3f294746292fa8~mv2.png,Baby;Baby Clothing;Birthday;New In!;Non-Sale;PARRESE PARTY;Special Occasions,,,12.0,,true,AMOUNT,0.0,InStock,0.0,5.7,Size,DROP_DOWN,0-3 Months;3-6 Months;6-9 Months;9-12 Months;12-18 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,Age,500,true,Vinyl colour (see colour chart),500,true,
product_8a50979e-28f2-366d-a392-37eb78a0f484,Product,Personalised Signature Baby Grow,"<p>Stylish, classy &amp; best of all personalised!</p><p>&nbsp;</p><p>Our clothes &amp; Accessories allows you to personalise your own clothes.</p><p>&nbsp;</p><p>With a personal touch, your shopping becomes more sentimental and valuable. So whether it's a gift, personal wear or a special occasion, it's is all about you!</p>",4cb4a2_6439b717a530492f92647196d0cb4259~mv2.png;4cb4a2_8534860e51604e8f92a5ee09b54125d3~mv2.png;4cb4a2_07cedfac4bf94fbfbd2a6fac81daa0a2~mv2.png;4cb4a2_e5d77c9022cf42708b3f294746292fa8~mv2.png,Baby;Baby Clothing;Gift set;New In!;PARRESE PARTY;SALE;Special Occasions,,Sale,12.0,,true,PERCENT,15.0,InStock,0.0,5.7,Size,DROP_DOWN,0-3 Months;3-6 Months;6-9 Months;9-12 Months;12-18 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,Name/Text,500,true,Vinyl colour (see colour chart),500,true,
product_ce801f0c-d1a9-2d34-85ce-23540170ae4e,Product,Personalised Baby Grow,"<p>Stylish, classy &amp; best of all personalised!</p><p>&nbsp;</p><p>Our clothes &amp; Accessories allows you to personalise your own clothes.</p><p>&nbsp;</p><p>With a personal touch, your shopping becomes more sentimental and valuable. So whether it's a gift, personal wear or a special occasion, it's is all about you!</p>",4cb4a2_20867f4f12f747fb8e9ce1f25a96bfc0~mv2.png;4cb4a2_be29eb9ca2374a9680118f092a75f27f~mv2.png;4cb4a2_83a0c9fcbd9c453f97b07be7e1a7a72e~mv2.png;4cb4a2_9fa52baeef5f4153a37cfabb69693f1d~mv2.png;4cb4a2_e5d77c9022cf42708b3f294746292fa8~mv2.png,Baby;Baby Clothing;Gift set;New In!;Non-Sale;PARRESE PARTY;Special Occasions,,,12.0,,true,AMOUNT,0.0,InStock,0.0,5.7,Size,DROP_DOWN,0-3 Months;3-6 Months;6-9 Months;9-12 Months;12-18 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,Name/Text,500,true,Vinyl colour (see colour chart),500,true,
product_a6baccc5-8bfc-ac52-1373-ca62e4043975,Product,Wild One Romper,"<p>This birthday will be a wild one!! Birthday's are to be celebrated in style</p><p>&nbsp;</p><p>Our clothes &amp; Accessories allows you to personalise your own clothes.</p><p>&nbsp;</p><p>With a personal touch, your shopping becomes more sentimental and valuable. So whether it's a gift, personal wear or a special occasion, it's is all about you!</p>",4cb4a2_35830470cc9047ac9b1f263c7516a33a~mv2.png;4cb4a2_c97534a6c4104dd98895114dfa732073~mv2.png;4cb4a2_c5f7eb25adf84588b51d7e5b7aa0b3ac~mv2.png,Baby;Baby Clothing;Birthday;New In!;Non-Sale;PARRESE PARTY;Special Occasions,,,12.0,,true,AMOUNT,0.0,InStock,0.0,5.7,Size,DROP_DOWN,0-3 Months;3-6 Months;6-9 Months;9-12 Months;12-18 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2b5b64fe-bf9c-9f8b-aafa-c82be6ca305c,Product,Personalised Hello World Romper,"<p>Stylish, classy &amp; best of all personalised!</p><p>&nbsp;</p><p>Our clothes &amp; Accessories allows you to personalise your own clothes.</p><p>&nbsp;</p><p>With a personal touch, your shopping becomes more sentimental and valuable. So whether it's a gift, personal wear or a special occasion, it's is all about you!</p>",4cb4a2_61ae38251af041089908fe6455364711~mv2.jpg;4cb4a2_fb1abf6c477642ccae6c7c28ae637eb0~mv2.jpg;4cb4a2_ea12886387ac4b7fa3111f20745ca67b~mv2.jpg;4cb4a2_e5d77c9022cf42708b3f294746292fa8~mv2.png,Baby;Baby Announcements;Baby Clothing;New In!;PARRESE PARTY;SALE;Special Occasions,,Sale,12.0,,true,PERCENT,15.0,InStock,0.0,5.7,Size,DROP_DOWN,0-3 Months;3-6 Months;6-9 Months;9-12 Months;12-18 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,Name,500,true,Vinyl colour (see colour chart),500,true,
product_fcafe028-b93c-2d66-e865-7bdc0fac66b0,Product,Personalised Crown Romper,"<p>Stylish, classy &amp; best of all personalised! No other way to celebrate your first birthday! Enjoy!</p><p>&nbsp;</p><p>Our clothes &amp; Accessories allows you to personalise your own clothes.</p><p>&nbsp;</p><p>With a personal touch, your shopping becomes more sentimental and valuable. So whether it's a gift, personal wear or a special occasion, it's is all about you!</p>",4cb4a2_7fc75283bd114fda921b5a862f10c7cb~mv2.jpg;4cb4a2_9e08e8fb510548459bbe3e03cd2c5034~mv2.jpg;4cb4a2_cb242be06d3b4300b5e7dbd607a45049~mv2.jpg;4cb4a2_e5d77c9022cf42708b3f294746292fa8~mv2.png,Baby;Baby Clothing;Birthday;New In!;PARRESE PARTY;SALE;Special Occasions,,Sale,12.0,,true,PERCENT,15.0,InStock,0.0,5.7,Size,DROP_DOWN,0-3 Months;3-6 Months;6-9 Months;9-12 Months;12-18 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,Name/Text,500,true,Vinyl colour (see colour chart),500,true,
product_41613c7f-3b81-255b-0bd6-d421ddb1d523,Product,Personalised Romper,"<p>Stylish, classy &amp; best of all personalised!</p><p>&nbsp;</p><p>Our clothes &amp; Accessories allows you to personalise your own clothes.</p><p>&nbsp;</p><p>With a personal touch, your shopping becomes more sentimental and valuable. So whether it's a gift, personal wear or a special occasion, it's is all about you!</p>",4cb4a2_0c762435deec4c3bad51e3dec26703c4~mv2.jpg;4cb4a2_3ec993732b8648d7a98fb3fa0f819cba~mv2.jpg;4cb4a2_0bf03a366ce5431792bd462e14bf45c9~mv2.jpg;4cb4a2_e5d77c9022cf42708b3f294746292fa8~mv2.png,Baby;Baby Clothing;Gift set;New In!;Non-Sale;PARRESE PARTY;Special Occasions,,,12.0,,true,AMOUNT,0.0,InStock,0.0,5.7,Size,DROP_DOWN,0-3 Months;3-6 Months;6-9 Months;9-12 Months;12-18 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,Name/Text,500,true,Vinyl colour (see colour chart),500,true,
product_5ffa6d2a-7ccd-1548-c0cf-d8266e3c22d9,Product,Personalised Stars Romper,"<p>Glow like the stars in the night in&nbsp;your very own personalised Romper!</p><p>&nbsp;</p><p>Our clothes &amp; Accessories allows you to personalise your own clothes.</p><p>&nbsp;</p><p>With a personal touch, your shopping becomes more sentimental and valuable. So whether it's a gift, personal wear or a special occasion, it's is all about you!</p>",4cb4a2_6ae60e17c3624914baae584eb5eef65b~mv2.jpg;4cb4a2_eec5f7121d42433ab8a12638a3c5c4f1~mv2.jpg;4cb4a2_3918586d6ba14137accdd0ac72aed10f~mv2.jpg;4cb4a2_e5d77c9022cf42708b3f294746292fa8~mv2.png,Baby;Baby Clothing;Gift set;New In!;Non-Sale;PARRESE PARTY;Special Occasions,,,12.0,,true,AMOUNT,0.0,InStock,0.0,5.7,Size,DROP_DOWN,0-3 Months;3-6 Months;6-9 Months;9-12 Months;12-18 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,Name/Text,500,true,Vinyl colour (see colour chart),500,true,
product_8cffdaf1-713f-55f2-cbe3-b134c52ffe81,Product,Personalised Teddy Bear Romper,"<p>Teddys are cute, cuddly &amp; warm. Personalise your own teddy romper</p><p>&nbsp;</p><p>Our clothes &amp; Accessories allows you to personalise your own clothes.</p><p>&nbsp;</p><p>With a personal touch, your shopping becomes more sentimental and valuable. So whether it's a gift, personal wear or a special occasion, it's is all about you!</p>",4cb4a2_1acc69b5597a49db9d2c736875f673d7~mv2.jpg;4cb4a2_c44986bee66740d48594f26ac4501785~mv2.jpg;4cb4a2_0a1d6f18e97349ca846dbb2bd479a6d9~mv2.png;4cb4a2_9a210043ce384d6bbc83e68d4755d086~mv2.jpg;4cb4a2_e5d77c9022cf42708b3f294746292fa8~mv2.png,Baby;Baby Clothing;Gift set;New In!;Non-Sale;PARRESE PARTY;Special Occasions,,,12.0,,true,AMOUNT,0.0,InStock,0.0,5.7,Size,DROP_DOWN,0-3 Months;3-6 Months;6-9 Months;9-12 Months;12-18 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,Name/Text,500,true,Vinyl colour (see colour chart),500,true,
product_468c87ad-bcc8-d094-7e68-11b8a24cb282,Product,Hello World Baby Vest,"<p>Hello world! Welcome your little one to the world&nbsp;in style!</p><p>&nbsp;</p><p>Our clothes &amp; Accessories allows you to personalise your own clothes.</p><p>&nbsp;</p><p>With a personal touch, your shopping becomes more sentimental and valuable. So whether it's a gift, personal wear or a special occasion, it's is all about you!</p>",4cb4a2_b4d71438cc304f90ad98080d3f9df05c~mv2.png;4cb4a2_9ca0167972084b60a31156e2822bc6ba~mv2.jpg;4cb4a2_9a9b525374c348b09003111ac1d2b94f~mv2.jpg;4cb4a2_e5d77c9022cf42708b3f294746292fa8~mv2.png,Baby;Baby Announcements;Baby Clothing;Gift set;New In!;Non-Sale;PARRESE PARTY;Special Occasions,,,10.0,,true,AMOUNT,3.0,InStock,0.0,5.7,Size,DROP_DOWN,0-3 Months;3-6 Months;6-9 Months;9-12 Months;12-18 Months,Sleeve,DROP_DOWN,Longsleeve;Shortsleeve,,,,,,,,,,,,,,,,,,,,,,,,,Name,500,true,Vinyl colour (see colour chart),500,true,
product_627a6989-488a-459c-2434-578aca0782a2,Product,Personalised Floral Baby Vest,"<p>Stylish, classy &amp; best of all personalised!</p><p>&nbsp;</p><p>Our clothes &amp; Accessories allows you to personalise your own clothes.</p><p>&nbsp;</p><p>With a personal touch, your shopping becomes more sentimental and valuable. So whether it's a gift, personal wear or a special occasion, it's is all about you!</p>",4cb4a2_450f1109e52d4eb1991be5a648545b96~mv2.png;4cb4a2_4a068de429dd4f978a0161aa0ad9968b~mv2.png;4cb4a2_490397af8ab8476a9fa54e21d15cbba1~mv2.png;4cb4a2_29a331292bf24f51aca05b18e39afd55~mv2.png;4cb4a2_e5d77c9022cf42708b3f294746292fa8~mv2.png,Baby;Baby Clothing;Gift set;New In!;Non-Sale;PARRESE PARTY;Special Occasions,,,10.0,,true,AMOUNT,0.0,InStock,0.0,5.7,Size,DROP_DOWN,0-3 Months;3-6 Months;6-9 Months;9-12 Months;12-18 Months,Sleeve,DROP_DOWN,Longsleeve;Shortsleeve,,,,,,,,,,,,,,,,,,,,,,,,,Name,500,true,Vinyl colour (see colour chart),500,true,
product_59d0bb3c-0b0a-11a1-9b9a-ab102b6f018e,Product,Personalised Teddy Bear Star Baby Vest,"<p>Stylish, classy &amp; best of all personalised!</p><p>&nbsp;</p><p>Our clothes &amp; Accessories allows you to personalise your own clothes.</p><p>&nbsp;</p><p>With a personal touch, your shopping becomes more sentimental and valuable. So whether it's a gift, personal wear or a special occasion, it's is all about you!</p>",4cb4a2_490c2b91c1ee43d5a1c9959248d6490f~mv2.jpg;4cb4a2_96920912f6cc49cc9683841123833b01~mv2.png;4cb4a2_6b5fc46a2b9b418ca16720f6697053cd~mv2.png;4cb4a2_7dffed050a184bc296322e9d68499014~mv2.png;4cb4a2_e5d77c9022cf42708b3f294746292fa8~mv2.png,Baby;Baby Announcements;Baby Clothing;Gift set;New In!;Non-Sale;PARRESE PARTY;Special Occasions,,,10.0,,true,AMOUNT,0.0,InStock,0.0,5.7,Size,DROP_DOWN,0-3 Months;3-6 Months;6-9 Months;9-12 Months;12-18 Months,Sleeve,DROP_DOWN,Longsleeve;Shortsleeve,Due Date,DROP_DOWN,Yes;No,,,,,,,,,,,,,,,,,,,,,,Name,35,true,Vinyl colour (see colour chart),500,true,
product_4e4ee7f1-dd9e-b250-c09e-757ddc950afc,Product,Personalised Baby Vest,"<p>Stylish, classy &amp; best of all personalised!</p><p>&nbsp;</p><p>Our clothes &amp; Accessories allows you to personalise your own clothes.</p><p>&nbsp;</p><p>With a personal touch, your shopping becomes more sentimental and valuable. So whether it's a gift, personal wear or a special occasion, it's is all about you!</p>",4cb4a2_310de98210e149c0b9ba0e6389db9718~mv2.png;4cb4a2_c8b96c6df5fc44d5a0c281a1e13dfc80~mv2.png;4cb4a2_420c1def77334b5f92f5cae0e073b29e~mv2.png;4cb4a2_f5ee3e4efdb445469a94bc2a7253618a~mv2.png;4cb4a2_e5d77c9022cf42708b3f294746292fa8~mv2.png;4cb4a2_3bc67882c97346cb975ad2d3c33ca05b~mv2.png,Baby;Baby Announcements;Baby Clothing;Gift set;New In!;Non-Sale;PARRESE PARTY;Special Occasions,,,10.0,,true,AMOUNT,0.0,InStock,0.0,5.7,Size,DROP_DOWN,0-3 Months;3-6 Months;6-9 Months;9-12 Months;12-18 Months;18-24 Months,Sleeve,DROP_DOWN,Longsleeve;Shortsleeve,,,,,,,,,,,,,,,,,,,,,,,,,Name/Text,35,true,Font & Vinyl Colour (see font & colour chart in pictures),500,true,
product_91b47ee3-62d6-2e93-8604-371408e769d7,Product,Personalised Elephant Due Date Baby Vest,"<p>Stylish, classy &amp; best of all personalised!</p><p>&nbsp;</p><p>Our clothes &amp; Accessories allows you to personalise your own clothes.</p><p>&nbsp;</p><p>With a personal touch, your shopping becomes more sentimental and valuable. So whether it's a gift, personal wear or a special occasion, it's is all about you!</p>",4cb4a2_45cf49528613414db35d79c7ff9962ee~mv2.png;4cb4a2_b65edb8dbfa44773bc338488fb7ac3e9~mv2.png;4cb4a2_1d6fb17c651a4d7eb6df9c3d75b96237~mv2.png;4cb4a2_e49c7b5206a042d8a535c3b1486fe919~mv2.png;4cb4a2_e5d77c9022cf42708b3f294746292fa8~mv2.png,Baby;Baby Announcements;Baby Clothing;Gift set;New In!;Non-Sale;PARRESE PARTY;Special Occasions,,,10.0,,true,AMOUNT,3.0,InStock,0.0,5.7,Size,DROP_DOWN,0-3 Months;3-6 Months;6-9 Months;9-12 Months;12-18 Months;18-24 Months,Sleeve,DROP_DOWN,Longsleeve;Shortsleeve,,,,,,,,,,,,,,,,,,,,,,,,,Name,35,true,Vinyl colour (see colour chart),500,true,
product_1dfaa15d-da66-66e8-5f0f-0b2bea09df35,Product,Personalised Underwater Pyjamas,"<p>Pyjamas for the perfect nights sleep! Wear your pyjamas with pride with your own personalisation</p><p>&nbsp;</p><p>Doesn't it feel good to be yourself? Feel naturally comfortable in clothing designed around your personalisation!&nbsp;</p><p>Each item is made to order specifically as you desire, so put your personal touch on your shopping! It's more special when it's personal!</p>",4cb4a2_4eeaaf78d5bf49f3ab126fa21bb39911~mv2.jpg;4cb4a2_2ca382c125c145e7af37983ad78f5870~mv2.jpg;4cb4a2_e2946a6af67b4596ab7f851d761d0c3e~mv2.png;4cb4a2_e5d77c9022cf42708b3f294746292fa8~mv2.png,Children;Kids;New In!;Non-Sale;PARRESE PARTY;Pyjamas;Special Occasions,,,17.0,,true,AMOUNT,0.0,InStock,0.0,,Size,DROP_DOWN,6-12 Months;1-2yrs;2-3yrs;3-4yrs;4-5yrs;5-6yrs;7-8 years;9-10 years,Pyjamas Colour,DROP_DOWN,pink cloud;blue clouds;pink;blue;pink stripes;blue stripes,,,,,,,,,,,,,Product info,"<ul>
	<li>100% Cotton</li>
	<li>200gsm (approx)</li>
</ul>
",,,,,,,,,,,Name/Text,500,true,Vinyl colour (see colour chart),500,true,
product_1dfaa15d-da66-66e8-5f0f-0b2bea09df35,Variant,,,,,,,,1.0,true,,,InStock,,,,,7-8 years,,,blue clouds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1dfaa15d-da66-66e8-5f0f-0b2bea09df35,Variant,,,,,,,,0.0,true,,,InStock,,,,,2-3yrs,,,pink stripes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1dfaa15d-da66-66e8-5f0f-0b2bea09df35,Variant,,,,,,,,1.0,true,,,InStock,,,,,9-10 years,,,pink cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1dfaa15d-da66-66e8-5f0f-0b2bea09df35,Variant,,,,,,,,1.0,true,,,InStock,,,,,7-8 years,,,pink cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1dfaa15d-da66-66e8-5f0f-0b2bea09df35,Variant,,,,,,,,0.0,true,,,InStock,,,,,6-12 Months,,,pink stripes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1dfaa15d-da66-66e8-5f0f-0b2bea09df35,Variant,,,,,,,,0.0,true,,,InStock,,,,,2-3yrs,,,blue stripes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1dfaa15d-da66-66e8-5f0f-0b2bea09df35,Variant,,,,,,,,0.0,true,,,InStock,,,,,6-12 Months,,,blue stripes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1dfaa15d-da66-66e8-5f0f-0b2bea09df35,Variant,,,,,,,,0.0,true,,,InStock,,,,,7-8 years,,,pink stripes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1dfaa15d-da66-66e8-5f0f-0b2bea09df35,Variant,,,,,,,,1.0,true,,,InStock,,,,,9-10 years,,,blue clouds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1dfaa15d-da66-66e8-5f0f-0b2bea09df35,Variant,,,,,,,,0.0,true,,,InStock,,,,,1-2yrs,,,pink stripes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5ded49a9-4b66-75c1-4f14-0322b7d339fa,Product,Personalised Pyjamas,"<p>Pyjamas for the perfect nights sleep! Wear your pyjamas with pride with your own personalisation</p><p>&nbsp;</p><p>Doesn't it feel good to be yourself? Feel naturally comfortable in clothing designed around your personalisation!&nbsp;</p><p>Each item is made to order specifically as you desire, so put your personal touch on your shopping! It's more special when it's personal!</p>",4cb4a2_ccb241797f4e41a2bb4d3bac518c55e1~mv2.jpg;4cb4a2_ca4fb5e71fed423989f8870a744808ea~mv2.jpg;4cb4a2_e2946a6af67b4596ab7f851d761d0c3e~mv2.png;4cb4a2_3bc67882c97346cb975ad2d3c33ca05b~mv2.png;4cb4a2_e5d77c9022cf42708b3f294746292fa8~mv2.png,Children;Kids;New In!;Non-Sale;PARRESE PARTY;Pyjamas;Special Occasions,,,17.0,,true,AMOUNT,0.0,InStock,0.0,,Size,DROP_DOWN,6-12 Months;1-2yrs;2-3yrs;3-4yrs;4-5yrs;5-6yrs;7-8 years;9-10 years,Pyjamas Colour,DROP_DOWN,pink cloud;blue clouds;pink;blue;pink stripes;blue stripes,,,,,,,,,,,,,Product info,"<ul>
	<li>100% Cotton</li>
	<li>200gsm (approx)</li>
</ul>
",,,,,,,,,,,Name/Text,50,true,Font & Vinyl Colour (see font & colour chart in pictures),500,true,
product_5ded49a9-4b66-75c1-4f14-0322b7d339fa,Variant,,,,,,,,1.0,true,,,InStock,,,,,7-8 years,,,blue clouds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5ded49a9-4b66-75c1-4f14-0322b7d339fa,Variant,,,,,,,,0.0,true,,,InStock,,,,,2-3yrs,,,pink stripes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5ded49a9-4b66-75c1-4f14-0322b7d339fa,Variant,,,,,,,,1.0,true,,,InStock,,,,,9-10 years,,,pink cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5ded49a9-4b66-75c1-4f14-0322b7d339fa,Variant,,,,,,,,1.0,true,,,InStock,,,,,7-8 years,,,pink cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5ded49a9-4b66-75c1-4f14-0322b7d339fa,Variant,,,,,,,,0.0,true,,,InStock,,,,,6-12 Months,,,pink stripes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5ded49a9-4b66-75c1-4f14-0322b7d339fa,Variant,,,,,,,,0.0,true,,,InStock,,,,,2-3yrs,,,blue stripes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5ded49a9-4b66-75c1-4f14-0322b7d339fa,Variant,,,,,,,,0.0,true,,,InStock,,,,,6-12 Months,,,blue stripes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5ded49a9-4b66-75c1-4f14-0322b7d339fa,Variant,,,,,,,,0.0,true,,,InStock,,,,,7-8 years,,,pink stripes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5ded49a9-4b66-75c1-4f14-0322b7d339fa,Variant,,,,,,,,1.0,true,,,InStock,,,,,9-10 years,,,blue clouds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5ded49a9-4b66-75c1-4f14-0322b7d339fa,Variant,,,,,,,,0.0,true,,,InStock,,,,,1-2yrs,,,pink stripes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
